lat,lng,alt,pres,rssi,mode,bt,log,wifi,gnss,timestamp
33.0217501,133.0163912,9,1015.7,-59,wait,High,ON,NG,lock,2022/09/21 09:39:51
33.0217437,133.0163947,10,1015.6,-63,wait,High,ON,NG,lock,2022/09/21 09:39:59
33.0217421,133.0163983,11,1015.6,-59,wait,High,ON,NG,lock,2022/09/21 09:40:02
33.0217369,133.016401,11,1015.6,-54,wait,High,ON,NG,lock,2022/09/21 09:40:05
33.0217451,133.0164071,9,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:40:08
33.0217501,133.0164072,8,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:40:11
33.0217556,133.0164031,7,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:40:14
33.0217545,133.016399,7,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:40:17
33.0217521,133.0164005,7,1015.4,-53,wait,High,ON,NG,lock,2022/09/21 09:40:20
33.021751,133.0164033,7,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:40:23
33.0217516,133.0164085,8,1015.4,-50,wait,High,ON,NG,lock,2022/09/21 09:40:31
33.0217503,133.0164024,9,1015.5,-50,wait,High,ON,NG,lock,2022/09/21 09:40:35
33.021741,133.0163878,9,1015.8,-65,wait,High,ON,NG,lock,2022/09/21 09:40:43
33.0217388,133.0163878,10,1015.8,-63,wait,High,ON,NG,lock,2022/09/21 09:40:46
33.0217252,133.0163806,12,1015.8,-83,wait,High,ON,NG,lock,2022/09/21 09:40:54
33.0217255,133.0163781,12,1015.8,-82,wait,High,ON,NG,lock,2022/09/21 09:40:57
33.0217255,133.0163847,10,1015.7,-83,wait,High,ON,NG,lock,2022/09/21 09:41:05
33.0217285,133.0163872,11,1015.7,-74,wait,High,ON,NG,lock,2022/09/21 09:41:08
33.0217288,133.0163826,11,1015.8,-66,wait,High,ON,NG,lock,2022/09/21 09:41:16
33.0217297,133.0163876,11,1015.8,-66,wait,High,ON,NG,lock,2022/09/21 09:41:19
33.0217317,133.0163928,11,1015.4,-64,wait,High,ON,NG,lock,2022/09/21 09:41:22
33.0217428,133.0164066,7,1015.4,-52,wait,High,ON,NG,lock,2022/09/21 09:41:35
33.0217188,133.0163877,9,1015.7,-66,wait,High,ON,NG,lock,2022/09/21 09:41:48
33.0217059,133.0163781,10,1015.7,-65,wait,High,ON,NG,lock,2022/09/21 09:41:56
33.0217111,133.0163776,12,1015.6,-63,wait,High,ON,NG,lock,2022/09/21 09:41:59
33.0217399,133.0164083,8,1015.4,-69,wait,High,ON,NG,lock,2022/09/21 09:42:12
33.0217498,133.0164021,7,1015.4,-63,wait,High,ON,NG,lock,2022/09/21 09:42:15
33.0217688,133.0164053,3,1015.5,-64,wait,High,ON,NG,lock,2022/09/21 09:42:28
33.0217689,133.0164003,2,1015.6,-65,wait,High,ON,NG,lock,2022/09/21 09:42:31
33.0217697,133.0164021,3,1015.4,-64,wait,High,ON,NG,lock,2022/09/21 09:42:34
33.0217715,133.0164151,4,1015.4,-65,wait,High,ON,NG,lock,2022/09/21 09:42:37
33.021778,133.0164217,5,1015.3,-71,wait,High,ON,NG,lock,2022/09/21 09:42:40
33.0217853,133.0165644,7,1015.6,-66,wait,High,ON,NG,lock,2022/09/21 09:42:59
33.0218205,133.0166016,13,1015.6,-64,wait,High,ON,NG,lock,2022/09/21 09:43:02
33.0218818,133.0167339,-29,1015.6,-84,wait,High,ON,NG,lock,2022/09/21 09:43:05
33.0219353,133.0167904,-22,1015.5,-74,wait,High,ON,NG,lock,2022/09/21 09:43:09
33.0215986,133.0165186,4,1015.2,-68,wait,High,ON,NG,lock,2022/09/21 09:44:32
33.0216278,133.0164751,-4,1015.3,-71,wait,High,ON,NG,lock,2022/09/21 09:44:35
33.0227275,133.0160895,10,1015.3,-52,wait,High,ON,NG,lock,2022/09/21 09:45:00
33.0221893,133.016011,-25,1015.6,-52,wait,High,ON,NG,lock,2022/09/21 09:45:13
33.0222106,133.0158595,10,1015.2,-50,wait,High,ON,NG,lock,2022/09/21 09:45:16
33.0222874,133.0159218,7,1015.3,-52,wait,High,ON,NG,lock,2022/09/21 09:45:19
33.02226,133.0159832,-1,1015.3,-45,wait,High,ON,NG,lock,2022/09/21 09:45:22
33.0221056,133.0161763,-1,1015.4,-47,wait,High,ON,NG,lock,2022/09/21 09:45:25
33.021966,133.0162174,-6,1015.3,-57,wait,High,ON,NG,lock,2022/09/21 09:45:28
33.0218851,133.0162236,-3,1015.3,-54,wait,High,ON,NG,lock,2022/09/21 09:45:36
33.0219773,133.016387,-22,1015.3,-51,wait,High,ON,NG,lock,2022/09/21 09:45:39
33.0218788,133.0165691,-17,1015.4,-50,wait,High,ON,NG,lock,2022/09/21 09:45:42
33.0219178,133.0166187,-12,1015.6,-51,wait,High,ON,NG,lock,2022/09/21 09:45:51
33.0218655,133.0165313,-12,1015.4,-45,wait,High,ON,NG,lock,2022/09/21 09:45:54
33.0218829,133.0165112,30,1015.6,-45,wait,High,ON,NG,lock,2022/09/21 09:46:07
33.0217954,133.0164643,-11,1015.4,-51,wait,High,ON,NG,lock,2022/09/21 09:46:15
33.0217545,133.0164826,-13,1015.3,-49,wait,High,ON,NG,lock,2022/09/21 09:46:18
33.021632,133.0165387,7,1015.2,-45,wait,High,ON,NG,lock,2022/09/21 09:46:21
33.0216608,133.0165203,5,1015.2,-49,wait,High,ON,NG,lock,2022/09/21 09:46:24
33.0218907,133.0164069,-23,1015.7,-63,wait,High,ON,NG,lock,2022/09/21 09:46:27
33.0218669,133.0164063,-18,1015.7,-58,wait,High,ON,NG,lock,2022/09/21 09:46:30
33.0218322,133.0164146,-19,1015.6,-57,wait,High,ON,NG,lock,2022/09/21 09:46:33
33.0218483,133.0165393,-30,1015.5,-57,wait,High,ON,NG,lock,2022/09/21 09:46:41
33.0220748,133.0164458,12,1015.1,-66,wait,High,ON,NG,lock,2022/09/21 09:46:44
33.0218868,133.0164394,-28,1015.4,-59,wait,High,ON,NG,lock,2022/09/21 09:46:52
33.021875,133.0164364,-22,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:46:55
33.0218712,133.0164291,-18,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:46:58
33.0218433,133.0164263,-13,1015.4,-53,wait,High,ON,NG,lock,2022/09/21 09:47:01
33.0218377,133.0164178,-5,1015.4,-51,wait,High,ON,NG,lock,2022/09/21 09:47:04
33.0218345,133.0163618,2,1015.4,-47,wait,High,ON,NG,lock,2022/09/21 09:47:07
33.0218266,133.0163611,5,1015.4,-48,wait,High,ON,NG,lock,2022/09/21 09:47:10
33.0217482,133.0163808,18,1015.5,-57,wait,High,ON,NG,lock,2022/09/21 09:47:23
33.0216711,133.0165655,-3,1015.9,-48,wait,High,ON,NG,lock,2022/09/21 09:47:36
33.0217814,133.0165236,-22,1015.9,-49,wait,High,ON,NG,lock,2022/09/21 09:47:44
33.0217548,133.0165883,-30,1015.9,-50,wait,High,ON,NG,lock,2022/09/21 09:47:47
33.0218324,133.0164623,3,1016,-53,wait,High,ON,NG,lock,2022/09/21 09:47:55
33.0220412,133.0164291,25,1016,-51,wait,High,ON,NG,lock,2022/09/21 09:47:59
33.0226331,133.0152164,9,1015.9,-54,wait,High,ON,NG,lock,2022/09/21 09:48:07
33.0222361,133.0157983,-16,1015.5,-50,wait,High,ON,NG,lock,2022/09/21 09:48:10
33.0223933,133.0159176,-18,1015.5,-52,wait,High,ON,NG,lock,2022/09/21 09:48:13
33.0222559,133.0160751,-16,1015.9,-53,wait,High,ON,NG,lock,2022/09/21 09:48:21
33.0221487,133.0161462,-26,1015.9,-52,wait,High,ON,NG,lock,2022/09/21 09:48:24
33.0219791,133.016243,23,1016,-48,wait,High,ON,NG,lock,2022/09/21 09:48:32
33.0219234,133.0162406,23,1015.9,-47,wait,High,ON,NG,lock,2022/09/21 09:48:35
33.0218462,133.0163069,18,1015.9,-47,wait,High,ON,NG,lock,2022/09/21 09:48:43
33.0218402,133.0163144,17,1015.6,-47,wait,High,ON,NG,lock,2022/09/21 09:48:46
33.0218288,133.0163324,15,1015.7,-49,wait,High,ON,NG,lock,2022/09/21 09:48:49
33.0218057,133.0163629,12,1015.6,-50,wait,High,ON,NG,lock,2022/09/21 09:48:52
33.0217951,133.0163653,10,1015.9,-51,wait,High,ON,NG,lock,2022/09/21 09:48:55
33.0217927,133.0163335,14,1015.5,-51,wait,High,ON,NG,lock,2022/09/21 09:48:58
33.0217819,133.0163575,12,1015.8,-48,wait,High,ON,NG,lock,2022/09/21 09:49:01
33.0217603,133.0163748,11,1016,-50,wait,High,ON,NG,lock,2022/09/21 09:49:09
33.0217715,133.0163909,11,1016,-49,wait,High,ON,NG,lock,2022/09/21 09:49:12
33.0217424,133.0163914,11,1015.5,-51,wait,High,ON,NG,lock,2022/09/21 09:49:21
33.0217431,133.0163998,10,1015.5,-47,wait,High,ON,NG,lock,2022/09/21 09:49:24
33.0217456,133.0164043,9,1015.5,-51,wait,High,ON,NG,lock,2022/09/21 09:49:32
33.0217466,133.0163999,8,1015.5,-49,wait,High,ON,NG,lock,2022/09/21 09:49:35
33.0217522,133.0163972,4,1015.5,-48,wait,High,ON,NG,lock,2022/09/21 09:49:43
33.0217506,133.0164027,3,1015.6,-48,wait,High,ON,NG,lock,2022/09/21 09:49:46
33.0217581,133.0163929,4,1015.6,-48,wait,High,ON,NG,lock,2022/09/21 09:49:54
33.0217615,133.0163927,4,1015.6,-46,wait,High,ON,NG,lock,2022/09/21 09:49:57
33.0217318,133.0163925,7,1015.6,-47,wait,High,ON,NG,lock,2022/09/21 09:50:05
33.0217372,133.0163969,8,1015.6,-47,wait,High,ON,NG,lock,2022/09/21 09:50:08
33.0217573,133.0163978,7,1015.6,-47,wait,High,ON,NG,lock,2022/09/21 09:50:21
33.0217598,133.0164126,3,1015.5,-50,wait,High,ON,NG,lock,2022/09/21 09:50:34
33.0217579,133.016418,2,1015.5,-53,wait,High,ON,NG,lock,2022/09/21 09:50:42
33.0217586,133.0164247,2,1015.5,-50,wait,High,ON,NG,lock,2022/09/21 09:50:45
33.0217706,133.0164165,3,1015.5,-54,wait,High,ON,NG,lock,2022/09/21 09:50:53
33.0217672,133.0164227,3,1015.5,-51,wait,High,ON,NG,lock,2022/09/21 09:50:56
33.021774,133.0164148,3,1015.6,-51,wait,High,ON,NG,lock,2022/09/21 09:51:04
33.0217778,133.0164109,2,1015.6,-50,wait,High,ON,NG,lock,2022/09/21 09:51:07
33.0217942,133.0164116,0,1015.3,-51,wait,High,ON,NG,lock,2022/09/21 09:51:20
33.0216074,133.0163196,26,1015.6,-50,wait,High,ON,NG,lock,2022/09/21 09:51:29
33.0214882,133.0162152,-15,1015.6,-47,wait,High,ON,NG,lock,2022/09/21 09:51:32
33.0215798,133.0162901,-29,1015.6,-51,wait,High,ON,NG,lock,2022/09/21 09:51:40
33.0215964,133.0163043,-32,1015.6,-48,wait,High,ON,NG,lock,2022/09/21 09:51:43
33.0216889,133.0163866,18,1015.5,-50,wait,High,ON,NG,lock,2022/09/21 09:51:56
33.0216619,133.0164093,27,1015.6,-49,wait,High,ON,NG,lock,2022/09/21 09:52:04
33.0217177,133.0164091,17,1015.6,-50,wait,High,ON,NG,lock,2022/09/21 09:52:07
33.0217314,133.0164185,12,1015.6,-51,wait,High,ON,NG,lock,2022/09/21 09:52:15
33.0217361,133.0164372,11,1015.6,-49,wait,High,ON,NG,lock,2022/09/21 09:52:18
33.021734,133.0164225,5,1015.5,-53,wait,High,ON,NG,lock,2022/09/21 09:52:26
33.0217338,133.0164232,4,1015.5,-49,wait,High,ON,NG,lock,2022/09/21 09:52:29
33.0217169,133.0164101,10,1015.4,-52,wait,High,ON,NG,lock,2022/09/21 09:52:37
33.0217236,133.0164042,12,1015.4,-53,wait,High,ON,NG,lock,2022/09/21 09:52:40
33.021747,133.0164122,12,1015.4,-42,wait,High,ON,NG,lock,2022/09/21 09:52:53
33.0217426,133.0164091,11,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:53:01
33.0217461,133.0164155,12,1015.5,-71,wait,High,ON,NG,lock,2022/09/21 09:53:04
33.0217425,133.0164279,13,1016.3,-58,wait,High,ON,NG,lock,2022/09/21 09:53:12
33.0217433,133.0164292,13,1015.4,-53,wait,High,ON,NG,lock,2022/09/21 09:53:15
33.0217532,133.0164058,13,1016.8,-53,wait,High,ON,NG,lock,2022/09/21 09:53:24
33.0217494,133.016402,13,1016.2,-53,wait,High,ON,NG,lock,2022/09/21 09:53:27
33.0217463,133.0163989,14,1015.5,-52,wait,High,ON,NG,lock,2022/09/21 09:53:40
33.0217402,133.0164111,14,1015.7,-50,wait,High,ON,NG,lock,2022/09/21 09:53:48
33.0217419,133.016408,14,1016.7,-49,wait,High,ON,NG,lock,2022/09/21 09:53:51
33.021743,133.0164085,14,1015.5,-55,wait,High,ON,NG,lock,2022/09/21 09:53:59
33.0217454,133.0163977,13,1015.6,-53,wait,High,ON,NG,lock,2022/09/21 09:54:02
33.0217349,133.0164408,15,1015.6,-53,wait,High,ON,NG,lock,2022/09/21 09:54:05
33.0217152,133.0165093,12,1015.5,-53,wait,High,ON,NG,lock,2022/09/21 09:54:08
33.0217227,133.0164836,10,1015.5,-54,wait,High,ON,NG,lock,2022/09/21 09:54:11
33.0217297,133.0164792,11,1015.5,-54,wait,High,ON,NG,lock,2022/09/21 09:54:14
33.0216244,133.0166508,6,1015.5,-52,wait,High,ON,NG,lock,2022/09/21 09:54:17
33.0216689,133.0165255,11,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:54:25
33.0216522,133.0165502,14,1015.4,-56,wait,High,ON,NG,lock,2022/09/21 09:54:28
33.0216186,133.0166175,18,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:54:31
33.0214861,133.0169778,-32,1015.5,-55,wait,High,ON,NG,lock,2022/09/21 09:54:34
33.0213566,133.0173363,-17,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:54:37
33.0212829,133.0174929,-6,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:54:40
33.0214025,133.0171326,-22,1015.5,-54,wait,High,ON,NG,lock,2022/09/21 09:54:43
33.0216457,133.0165758,13,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:54:51
33.0216548,133.0165523,12,1015.5,-55,wait,High,ON,NG,lock,2022/09/21 09:54:54
33.021642,133.016567,2,1015.4,-54,wait,High,ON,NG,lock,2022/09/21 09:55:02
33.0215269,133.0165346,-32,1015.4,-55,wait,High,ON,NG,lock,2022/09/21 09:55:06
33.0216241,133.0164911,-9,1015.4,-59,wait,High,ON,NG,lock,2022/09/21 09:55:14
33.0216755,133.0164006,-13,1015.5,-53,wait,High,ON,NG,lock,2022/09/21 09:55:17
33.021809,133.0161303,-30,1015.5,-61,wait,High,ON,NG,lock,2022/09/21 09:55:20
33.0218069,133.0161768,-15,1016.4,-57,wait,High,ON,NG,lock,2022/09/21 09:55:23
33.0217959,133.0162003,-11,1016,-55,wait,High,ON,NG,lock,2022/09/21 09:55:26
33.0217781,133.0162814,-6,1016.1,-49,wait,High,ON,NG,lock,2022/09/21 09:55:29
33.0217613,133.0163393,0,1015.8,-51,wait,High,ON,NG,lock,2022/09/21 09:55:32
33.0217633,133.0163691,5,1016.1,-54,wait,High,ON,NG,lock,2022/09/21 09:55:40
33.0217554,133.0163909,7,1016,-67,wait,High,ON,NG,lock,2022/09/21 09:55:43
33.0217561,133.016392,8,1015.2,-53,wait,High,ON,NG,lock,2022/09/21 09:55:46
33.02176,133.0163902,9,1015.2,-51,wait,High,ON,NG,lock,2022/09/21 09:55:49
33.021756,133.0163996,10,1016,-59,wait,High,ON,NG,lock,2022/09/21 09:55:52
33.0217524,133.0164089,10,1015.4,-64,wait,High,ON,NG,lock,2022/09/21 09:55:55
33.0217498,133.0164162,11,1015.7,-66,wait,Middle,ON,NG,lock,2022/09/21 09:56:06
33.0217401,133.0164148,13,1015.7,-65,wait,High,ON,NG,lock,2022/09/21 09:56:11
33.0217536,133.0164239,12,1015.5,-63,wait,High,ON,NG,lock,2022/09/21 09:56:24
33.0217503,133.0164244,12,1015.5,-63,wait,High,ON,NG,lock,2022/09/21 09:56:27
33.0217426,133.0164144,13,1015.5,-61,wait,High,ON,NG,lock,2022/09/21 09:56:35
33.0217468,133.0164137,12,1015.3,-62,wait,Middle,ON,NG,lock,2022/09/21 09:56:38
33.0217464,133.0164198,12,1015.4,-62,wait,High,ON,NG,lock,2022/09/21 09:56:41
33.0217422,133.0164288,13,1015.5,-61,wait,High,ON,NG,lock,2022/09/21 09:56:44
33.0217371,133.0164203,14,1015.5,-68,wait,High,ON,NG,lock,2022/09/21 09:56:47
33.0217558,133.0164209,11,1015.4,-65,wait,High,ON,NG,lock,2022/09/21 09:56:55
33.0217529,133.016422,10,1015.5,-65,wait,High,ON,NG,lock,2022/09/21 09:56:58
33.0217522,133.016425,10,1015.5,-65,wait,High,ON,NG,lock,2022/09/21 09:57:01
33.0217532,133.016426,10,1015.5,-61,wait,High,ON,NG,lock,2022/09/21 09:57:04
33.0217482,133.0164245,11,1016.6,-57,wait,High,ON,NG,lock,2022/09/21 09:57:07
33.0217522,133.0164232,12,1016.3,-55,wait,High,ON,NG,lock,2022/09/21 09:57:15
33.0217504,133.0164237,12,1015.9,-68,wait,High,ON,NG,lock,2022/09/21 09:57:23
33.0217513,133.0164244,12,1016,-73,wait,Middle,ON,NG,lock,2022/09/21 09:57:26
33.0217558,133.0164184,11,1016,-62,wait,High,ON,NG,lock,2022/09/21 09:57:29
