lat,lng,alt,pres,rssi,mode,bt,log,wifi,gnss,timestamp
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:44
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:47
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:50
0,0,-17,1014.9,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:53
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:56
0,0,-17,1014.9,-43,wait,High,ON,NG,unlock,2022/09/21 08:19:59
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:20:02
0,0,-17,1014.8,-45,wait,High,ON,NG,unlock,2022/09/21 08:20:05
0,0,-17,1014.8,-45,wait,High,ON,NG,unlock,2022/09/21 08:20:08
0,0,-17,1014.8,-45,wait,High,ON,NG,unlock,2022/09/21 08:20:11
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:20:14
0,0,-17,1014.8,-41,wait,High,ON,NG,unlock,2022/09/21 08:20:17
0,0,-17,1014.8,-42,wait,High,ON,NG,unlock,2022/09/21 08:20:20
0,0,-17,1014.8,-42,wait,High,ON,NG,unlock,2022/09/21 08:20:24
0,0,-17,1014.8,-43,wait,High,ON,NG,unlock,2022/09/21 08:20:27
0,0,-17,1014.8,-42,wait,High,ON,NG,unlock,2022/09/21 08:20:30
0,0,-17,1014.9,-42,wait,High,ON,NG,unlock,2022/09/21 08:20:33
0,0,-17,1014.8,-42,wait,High,ON,NG,unlock,2022/09/21 08:20:36
0,0,-17,1014.8,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:39
0,0,-17,1014.8,-41,wait,High,ON,NG,unlock,2022/09/21 08:20:42
0,0,-17,1014.8,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:45
0,0,-17,1014.8,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:48
0,0,-17,1014.8,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:51
0,0,-17,1014.8,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:54
0,0,-17,1014.9,-40,wait,High,ON,NG,unlock,2022/09/21 08:20:57
33.217313,133.163707,3,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:21:00
33.217281,133.163577,0,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:21:03
33.217537,133.164117,10,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:21:06
33.217569,133.164121,11,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:21:09
33.217568,133.164074,11,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:21:12
33.217557,133.164084,10,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:21:15
33.217546,133.164092,11,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:18
33.217528,133.164092,11,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:21
3.217515,133.164071,10,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:21:24
33.21751,133.164057,11,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:27
33.217522,133.164025,11,1014.9,-46,wait,High,ON,NG,lock,2022/09/21 08:21:30
33.217528,133.163996,11,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:33
33.217497,133.163987,11,1014.9,-46,wait,High,ON,NG,lock,2022/09/21 08:21:36
33.217471,133.164001,11,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:21:39
33.21746,133.164014,12,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:21:42
33.217462,133.164037,12,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:21:45
33.217445,133.164041,12,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:48
33.217438,133.164038,12,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:21:51
33.217442,133.164036,12,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:54
33.217455,133.164048,12,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:21:57
33.217463,133.164061,12,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:22:00
33.217472,133.164065,12,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:22:03
33.217464,133.164073,12,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:22:06
33.217472,133.164059,12,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:22:09
33.217474,133.164067,12,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:22:12
33.217485,133.164073,12,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:22:16
33.217491,133.164074,12,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:22:19
33.217498,133.164068,11,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:22:22
33.217499,133.164065,11,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:22:25
33.217471,133.164051,12,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:22:28
33.217493,133.164064,12,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:22:31
33.217466,133.164023,12,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:22:34
33.217472,133.164035,12,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:22:37
33.217466,133.164028,12,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:22:40
33.21747,133.164049,13,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:22:43
33.21747,133.164064,13,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:22:46
33.217469,133.164061,13,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:22:49
33.217478,133.164076,13,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:22:52
33.217472,133.164086,13,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:22:55
33.217471,133.164101,12,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:22:58
33.217468,133.164092,12,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:01
33.217466,133.164107,12,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:04
33.217499,133.164167,11,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:07
33.217517,133.164169,11,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:10
33.217518,133.164148,11,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:23:13
33.217519,133.164131,11,1014.9,-41,wait,High,ON,NG,lock,2022/09/21 08:23:16
33.217537,133.164148,11,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:23:19
33.217536,133.164122,12,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:23:22
33.217525,133.164163,12,1014.9,-41,wait,High,ON,NG,lock,2022/09/21 08:23:25
33.217524,133.164154,12,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:28
33.217532,133.164143,11,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:23:31
33.217525,133.164124,11,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:23:34
33.21752,133.164153,11,1014.9,-43,wait,High,ON,NG,lock,2022/09/21 08:23:37
33.217543,133.16411,11,1014.8,-49,wait,High,ON,NG,lock,2022/09/21 08:23:40
33.217522,133.164068,10,1014.9,-47,wait,High,ON,NG,lock,2022/09/21 08:23:43
33.217513,133.164076,10,1014.9,-46,wait,High,ON,NG,lock,2022/09/21 08:23:46
33.217472,133.164106,9,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:23:49
33.217476,133.164136,9,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:52
33.217478,133.164124,10,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:55
33.217498,133.164152,10,1014.9,-42,wait,High,ON,NG,lock,2022/09/21 08:23:58
33.217499,133.164108,9,1014.9,-45,wait,High,ON,NG,lock,2022/09/21 08:24:01
33.217423,133.164144,9,1014.9,-41,wait,High,ON,NG,lock,2022/09/21 08:24:04
33.217382,133.164165,9,1014.7,-45,wait,High,ON,NG,lock,2022/09/21 08:24:07
33.217371,133.164192,10,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:24:10
33.217507,133.164152,9,1014.9,-41,wait,High,ON,NG,lock,2022/09/21 08:24:13
33.217549,133.164166,9,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:24:16
33.21756,133.164037,10,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:24:20
33.217613,133.164099,10,1014.8,-49,wait,High,ON,NG,lock,2022/09/21 08:24:23
33.217647,133.164066,10,1014.7,-53,wait,High,ON,NG,lock,2022/09/21 08:24:26
33.217606,133.164173,10,1014.8,-43,wait,High,ON,NG,lock,2022/09/21 08:24:29
33.217558,133.164205,9,1014.8,-46,wait,High,ON,NG,lock,2022/09/21 08:24:32
33.217463,133.164218,8,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:24:35
33.217431,133.164264,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:24:38
33.217431,133.16429,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:24:41
33.217412,133.16434,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:24:44
33.217432,133.16436,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:24:47
33.21745,133.164355,8,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:24:50
33.217441,133.164347,7,1014.8,-38,wait,High,ON,NG,lock,2022/09/21 08:24:53
33.217442,133.164356,7,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:24:56
33.217429,133.164366,7,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:24:59
33.217425,133.164362,7,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:02
33.217427,133.164371,7,1014.8,-38,wait,High,ON,NG,lock,2022/09/21 08:25:05
33.217427,133.164363,6,1014.8,-38,wait,High,ON,NG,lock,2022/09/21 08:25:08
33.217423,133.164386,6,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:25:11
33.21741,133.164346,6,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:14
33.21736,133.164323,6,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:25:17
33.217367,133.164317,6,1014.7,-40,wait,High,ON,NG,lock,2022/09/21 08:25:20
33.217377,133.164311,6,1014.7,-38,wait,High,ON,NG,lock,2022/09/21 08:25:23
33.217398,133.16433,6,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:26
33.217378,133.164316,5,1014.7,-38,wait,High,ON,NG,lock,2022/09/21 08:25:29
33.217406,133.164319,5,1014.9,-38,wait,High,ON,NG,lock,2022/09/21 08:25:32
33.217421,133.164343,5,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:35
33.217416,133.164336,6,1014.8,-38,wait,High,ON,NG,lock,2022/09/21 08:25:38
33.217397,133.164318,6,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:41
33.217388,133.164277,6,1014.8,-39,wait,High,ON,NG,lock,2022/09/21 08:25:44
33.217374,133.164241,6,1014.8,-37,wait,High,ON,NG,lock,2022/09/21 08:25:47
33.217383,133.164207,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:25:55
33.217385,133.164219,6,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:25:58
33.217363,133.164219,5,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:26:01
33.217359,133.164224,5,1014.7,-43,wait,High,ON,NG,lock,2022/09/21 08:26:04
33.217388,133.16422,6,1014.7,-40,wait,High,ON,NG,lock,2022/09/21 08:26:07
33.217412,133.164208,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:10
33.217448,133.164199,6,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:26:13
33.217476,133.164226,6,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:26:16
33.217457,133.164244,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:19
33.217443,133.164235,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:26:23
33.217445,133.164235,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:26
33.217439,133.164234,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:29
33.217432,133.164231,5,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:26:32
33.217434,133.164239,5,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:26:35
33.217441,133.164205,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:38
33.217464,133.164181,6,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:26:41
33.217466,133.16416,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:44
33.217521,133.164264,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:47
33.217479,133.164317,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:26:50
33.217477,133.16434,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:53
33.217477,133.164359,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:56
33.217472,133.164336,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:26:59
33.217468,133.164328,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:27:02
33.217447,133.164317,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:05
33.217429,133.164304,9,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:27:08
33.217433,133.164324,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:27:11
33.217391,133.164335,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:14
33.217429,133.164295,9,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:17
33.217416,133.164308,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:20
33.21744,133.164342,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:23
33.217496,133.164348,8,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:27:26
33.217503,133.164314,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:29
33.217531,133.164278,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:27:32
33.217527,133.164288,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:27:35
33.217502,133.164313,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:38
33.217514,133.164316,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:41
33.217515,133.164322,6,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:27:44
33.2175,133.164322,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:47
33.217572,133.164319,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:27:50
33.217548,133.164285,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:53
33.217546,133.164303,8,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:27:56
33.217545,133.164326,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:27:59
33.217504,133.164401,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:02
33.217445,133.164393,7,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:28:06
33.217451,133.164364,7,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:28:09
33.217452,133.164351,7,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:28:12
33.21744,133.164304,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:28:15
33.217429,133.164293,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:18
33.217411,133.164227,5,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:21
33.217432,133.164239,5,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:28:24
33.217458,133.164232,5,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:27
33.217462,133.164242,6,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:28:30
33.217471,133.164243,5,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:28:33
33.217468,133.164212,5,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:36
33.217484,133.164217,5,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:39
33.217631,133.163882,8,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:28:42
33.217586,133.164102,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:45
33.21751,133.164071,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:48
33.217488,133.164073,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:51
33.217503,133.164119,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:54
33.217506,133.164156,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:28:57
33.217509,133.16417,6,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:29:00
33.217523,133.164197,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:29:03
33.217525,133.164204,6,1014.7,-40,wait,High,ON,NG,lock,2022/09/21 08:29:06
33.217528,133.164186,7,1014.8,-41,wait,High,ON,NG,lock,2022/09/21 08:29:09
33.217534,133.164176,7,1014.8,-40,wait,High,ON,NG,lock,2022/09/21 08:29:12
33.217546,133.164167,7,1014.8,-42,wait,High,ON,NG,lock,2022/09/21 08:29:15
33.217545,133.164177,7,1014.8,-49,wait,High,ON,NG,lock,2022/09/21 08:29:18
33.217516,133.164163,7,1014.7,-43,wait,High,ON,NG,lock,2022/09/21 08:29:21
33.217492,133.164173,7,1014.7,-45,wait,High,ON,NG,lock,2022/09/21 08:29:24
33.217475,133.164187,7,1014.7,-43,wait,High,ON,NG,lock,2022/09/21 08:29:27
33.217456,133.16419,7,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:29:30
33.217433,133.164175,8,1014.7,-43,wait,High,ON,NG,lock,2022/09/21 08:29:33
33.217435,133.164181,8,1014.7,-42,wait,High,ON,NG,lock,2022/09/21 08:29:36
33.217442,133.164215,7,1014.7,-42,wait,High,ON,NG,lock,2022/09/21 08:29:39
33.217564,133.164151,7,1014.7,-42,wait,High,ON,NG,lock,2022/09/21 08:29:42
33.217525,133.164164,7,1014.7,-42,wait,High,ON,NG,lock,2022/09/21 08:29:45
33.217516,133.164202,8,1014.7,-41,wait,High,ON,NG,lock,2022/09/21 08:29:48
33.217546,133.164224,8,1014.7,-48,wait,High,ON,NG,lock,2022/09/21 08:29:51
33.217581,133.164252,7,1014.8,-45,wait,High,ON,NG,lock,2022/09/21 08:29:54
33.217546,133.164225,6,1014.7,-43,wait,High,ON,NG,lock,2022/09/21 08:29:57
33.217525,133.164225,5,1014.8,-49,wait,High,ON,NG,lock,2022/09/21 08:30:00
